catalogNumber,Species,Genus,Subfamily,Family,Sex,Collection,Notes,Locality,Collection Date
UCSB_IZC00063954_L,Lasioglossum hitchensi,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00063955_L,Lasioglossum hitchensi,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00063940_L,Lasioglossum hitchensi,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00063929_L,Lasioglossum hitchensi,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00062607_L,Lasioglossum illinoense,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00062620_L,Lasioglossum illinoense,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055317_L,Lasioglossum illinoense,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058751_L,Lasioglossum illinoense,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058690_L,Lasioglossum illinoense,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00059188_L,Lasioglossum illinoense,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055767_L,Lasioglossum illinoense,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058742_L,Lasioglossum illinoense,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058730_L,Lasioglossum illinoense,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00059175_L,Lasioglossum illinoense,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00065446_L,Lasioglossum illinoense,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00059208_L,Lasioglossum illinoense,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058707_L,Lasioglossum illinoense,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00065401_L,Lasioglossum illinoense,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00059171_L,Lasioglossum illinoense,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058696_L,Lasioglossum illinoense,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058760_L,Lasioglossum illinoense,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055786_L,Lasioglossum illinoense,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00062633_L,Lasioglossum illinoense,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00065436_L,Lasioglossum illinoense,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00062602_L,Lasioglossum illinoense,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00059169_L,Lasioglossum illinoense,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00059184_L,Lasioglossum illinoense,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058750_L,Lasioglossum illinoense,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00059202_L,Lasioglossum illinoense,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00059177_L,Lasioglossum illinoense,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00065420_L,Lasioglossum illinoense,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058726_L,Lasioglossum illinoense,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058797_L,Lasioglossum illinoense,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00062608_L,Lasioglossum illinoense,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00065382_L,Lasioglossum illinoense,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058732_L,Lasioglossum illinoense,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058765_L,Lasioglossum illinoense,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00059213_L,Lasioglossum illinoense,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058733_L,Lasioglossum illinoense,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00062597_L,Lasioglossum illinoense,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00059183_L,Lasioglossum illinoense,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055305_L,Lasioglossum illinoense,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055769_L,Lasioglossum illinoense,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00059220_L,Lasioglossum illinoense,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00059176_L,Lasioglossum illinoense,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00059200_L,Lasioglossum illinoense,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058754_L,Lasioglossum illinoense,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00059178_L,Lasioglossum illinoense,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00059181_L,Lasioglossum illinoense,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058789_L,Lasioglossum illinoense,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00065040_L,Lasioglossum imitatum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00063842_L,Lasioglossum imitatum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00056162_L,Lasioglossum imitatum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00063902_L,Lasioglossum imitatum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00065412_L,Lasioglossum imitatum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055814_L,Lasioglossum imitatum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00063949_L,Lasioglossum imitatum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055850_L,Lasioglossum imitatum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00063875_L,Lasioglossum imitatum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00063938_L,Lasioglossum imitatum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00065006_L,Lasioglossum imitatum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00063942_L,Lasioglossum imitatum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00063892_L,Lasioglossum imitatum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00063841_L,Lasioglossum imitatum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00065012_L,Lasioglossum imitatum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00063853_L,Lasioglossum imitatum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00056210_L,Lasioglossum imitatum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00063944_L,Lasioglossum imitatum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00063845_L,Lasioglossum imitatum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00063843_L,Lasioglossum imitatum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00063913_L,Lasioglossum imitatum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00063931_L,Lasioglossum imitatum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00063910_L,Lasioglossum imitatum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00063927_L,Lasioglossum imitatum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00063935_L,Lasioglossum imitatum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00063866_L,Lasioglossum imitatum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00063960_L,Lasioglossum imitatum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055941_L,Lasioglossum imitatum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00063883_L,Lasioglossum imitatum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058562_L,Lasioglossum imitatum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058414_L,Lasioglossum imitatum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058439_L,Lasioglossum imitatum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058415_L,Lasioglossum imitatum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058348_L,Lasioglossum imitatum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058391_L,Lasioglossum imitatum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058669_L,Lasioglossum imitatum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058380_L,Lasioglossum imitatum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058324_L,Lasioglossum imitatum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058157_L,Lasioglossum imitatum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00060230_L,Lasioglossum imitatum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058487_L,Lasioglossum imitatum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058606_L,Lasioglossum imitatum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058424_L,Lasioglossum imitatum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00028160_L,Lasioglossum kincaidii,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00031221_L,Lasioglossum kincaidii,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00035540_L,Lasioglossum kincaidii,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00035525_L,Lasioglossum kincaidii,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00019703_L,Lasioglossum kincaidii,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00035476_L,Lasioglossum pacificum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058158_L,Lasioglossum pruinosum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058368_L,Lasioglossum pruinosum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058167_L,Lasioglossum pruinosum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058810_L,Lasioglossum pruinosum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058529_L,Lasioglossum pruinosum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058192_L,Lasioglossum pruinosum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058197_L,Lasioglossum pruinosum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058155_L,Lasioglossum pruinosum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058177_L,Lasioglossum pruinosum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058186_L,Lasioglossum pruinosum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058171_L,Lasioglossum pruinosum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058176_L,Lasioglossum pruinosum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058164_L,Lasioglossum pruinosum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058145_L,Lasioglossum pruinosum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058144_L,Lasioglossum pruinosum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00056420_L,Lasioglossum pruinosum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058433_L,Lasioglossum pruinosum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058180_L,Lasioglossum pruinosum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058645_L,Lasioglossum pruinosum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058141_L,Lasioglossum pruinosum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058199_L,Lasioglossum pruinosum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058153_L,Lasioglossum pruinosum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058174_L,Lasioglossum pruinosum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058377_L,Lasioglossum pruinosum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058624_L,Lasioglossum pruinosum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058480_L,Lasioglossum pruinosum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00061378_L,Lasioglossum pruinosum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00056446_L,Lasioglossum pruinosum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00054976_L,Lasioglossum pruinosum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00056345_L,Lasioglossum pruinosum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058198_L,Lasioglossum pruinosum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055003_L,Lasioglossum pruinosum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00060190_L,Lasioglossum pruinosum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058805_L,Lasioglossum pruinosum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058688_L,Lasioglossum tegulare-puteulanum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00062593_L,Lasioglossum tegulare-puteulanum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00059186_L,Lasioglossum tegulare-puteulanum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00059180_L,Lasioglossum tegulare-puteulanum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058770_L,Lasioglossum tegulare-puteulanum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00065449_L,Lasioglossum tegulare-puteulanum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058684_L,Lasioglossum tegulare-puteulanum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058784_L,Lasioglossum tegulare-puteulanum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00059212_L,Lasioglossum tegulare-puteulanum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00062630_L,Lasioglossum tegulare-puteulanum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058783_L,Lasioglossum tegulare-puteulanum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00059168_L,Lasioglossum tegulare-puteulanum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058785_L,Lasioglossum tegulare-puteulanum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00062591_L,Lasioglossum tegulare-puteulanum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058729_L,Lasioglossum tegulare-puteulanum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058721_L,Lasioglossum tegulare-puteulanum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058728_L,Lasioglossum tegulare-puteulanum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058779_L,Lasioglossum tegulare-puteulanum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058796_L,Lasioglossum tegulare-puteulanum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00059170_L,Lasioglossum tegulare-puteulanum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00065373_L,Lasioglossum tegulare-puteulanum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00065455_L,Lasioglossum tegulare-puteulanum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00037433_L,Lasioglossum titusi,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055424_L,Lasioglossum trigeminum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055423_L,Lasioglossum trigeminum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055426_L,Lasioglossum trigeminum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055420_L,Lasioglossum trigeminum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055479_L,Lasioglossum trigeminum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055384_L,Lasioglossum trigeminum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055383_L,Lasioglossum trigeminum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055405_L,Lasioglossum trigeminum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055389_L,Lasioglossum trigeminum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055381_L,Lasioglossum trigeminum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055428_L,Lasioglossum trigeminum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055461_L,Lasioglossum trigeminum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055772_L,Lasioglossum trigeminum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055391_L,Lasioglossum trigeminum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00059215_L,Lasioglossum trigeminum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055404_L,Lasioglossum trigeminum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058146_L,Lasioglossum trigeminum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058649_L,Lasioglossum trigeminum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055421_L,Lasioglossum trigeminum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055449_L,Lasioglossum trigeminum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055415_L,Lasioglossum trigeminum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00028504_L,Megachile anograe,Megachile,Megachilinae,Megachilidae,Female,UCSB,,,
UCSB_IZC00040381_L,Megachile fidelis,Megachile,Megachilinae,Megachilidae,Female,UCSB,only right wing,,
UCSB_IZC00062640_L,Megachile mendica,Megachile,Megachilinae,Megachilidae,Female,UCSB,,,
UCSB_IZC00058740_L,Megachile mendica,Megachile,Megachilinae,Megachilidae,Female,UCSB,,,
UCSB_IZC00055314_L,Megachile mendica,Megachile,Megachilinae,Megachilidae,Female,UCSB,,,
UCSB_IZC00055304_L,Megachile mendica,Megachile,Megachilinae,Megachilidae,Female,UCSB,,,
UCSB_IZC00062639_L,Megachile mendica,Megachile,Megachilinae,Megachilidae,Female,UCSB,,,
UCSB_IZC00058706_L,Megachile mendica,Megachile,Megachilinae,Megachilidae,Female,UCSB,,,
UCSB_IZC00062595_L,Megachile mendica,Megachile,Megachilinae,Megachilidae,Female,UCSB,,,
UCSB_IZC00058737_L,Megachile mendica,Megachile,Megachilinae,Megachilidae,Female,UCSB,,,
UCSB_IZC00055265_L,Megachile mendica,Megachile,Megachilinae,Megachilidae,Female,UCSB,,,
UCSB_IZC00035449_L,Megachile onobrychidis,Megachile,Megachilinae,Megachilidae,Female,UCSB,,,
UCSB_IZC00028529_L,Megachile perihirta,Megachile,Megachilinae,Megachilidae,Female,UCSB,,,
UCSB_IZC00035274_L,Megachile rotundata,Megachile,Megachilinae,Megachilidae,Female,UCSB,,,
UCSB_IZC00010811_L,Megachile texans,Megachile,Megachilinae,Megachilidae,Female,UCSB,R wing torn,,
UCSB_IZC00055313_L,Melissodes communis,Melissodes,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00055757_L,Melissodes communis,Melissodes,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00055323_L,Melissodes communis,Melissodes,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00065456_L,Melissodes communis,Melissodes,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00055291_L,Melissodes communis,Melissodes,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00055782_L,Melissodes communis,Melissodes,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00055760_L,Melissodes communis,Melissodes,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00055341_L,Melissodes communis,Melissodes,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00065361_L,Melissodes communis,Melissodes,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00055296_L,Melissodes communis,Melissodes,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00042277_L,Melissodes lustrus,Melissodes,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00038577_L,Melissodes tepida timberlakei,Melissodes,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00042343_L,Melissodes tepida timberlakei,Melissodes,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00034459_L,Melissodes tepida timberlakei,Melissodes,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00030378_L,Melissodes tepida timberlakei,Melissodes,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00009986_L,Osmia aglaia,Osmia,Megachilinae,Megachilidae,Female,UCSB,,,
EMEC_939046_L,Osmia atrocyanea,Osmia,Megachilinae,Megachilidae,Female,EMEC,,,
UCSB_IZC00014690_L,Osmia atrocyanea,Osmia,Megachilinae,Megachilidae,Female,UCSB,,,
UCSB_IZC00028380_L,Osmia brevis,Osmia,Megachilinae,Megachilidae,Female,UCSB,,,
UCSB_IZC00043780_L,Osmia californica,Osmia,Megachilinae,Megachilidae,Female,UCSB,,,
UCSB_IZC00034841_L,Osmia clarescens,Osmia,Megachilinae,Megachilidae,Female,UCSB,,,
UCSB_IZC00034755_L,Osmia clarescens ,Osmia,Megachilinae,Megachilidae,Female,UCSB,,,
UCSB_IZC00035027_L,Osmia clarescens ,Osmia,Megachilinae,Megachilidae,Female,UCSB,,,
UCSB_IZC00041383_L,Osmia clarescens ,Osmia,Megachilinae,Megachilidae,Female,UCSB,,,
UCSB_IZC00034387_L,Osmia coloradensis,Osmia,Megachilinae,Megachilidae,Female,UCSB,,,
UCSB_IZC00043402_L,Osmia coloradensis,Osmia,Megachilinae,Megachilidae,Female,UCSB,,,
UCSB_IZC00047052_L,Osmia coloradensis,Osmia,Megachilinae,Megachilidae,Female,UCSB,,,
UCSB_IZC00028506_L,Osmia coloradensis,Osmia,Megachilinae,Megachilidae,Female,UCSB,,,
UCSB_IZC00034496_L,Osmia coloradensis,Osmia,Megachilinae,Megachilidae,Female,UCSB,,,
UCSB_IZC00009975_L,Osmia laeta,Osmia,Megachilinae,Megachilidae,Female,UCSB,,,
UCSB_IZC00009991_L,Osmia laeta,Osmia,Megachilinae,Megachilidae,Female,UCSB,,,
UCSB_IZC00010010_L,Osmia laeta,Osmia,Megachilinae,Megachilidae,Female,UCSB,,,
UCSB_IZC00028288_L,Osmia laeta,Osmia,Megachilinae,Megachilidae,Female,UCSB,,,
UCSB_IZC00034485_L,Osmia montana,Osmia,Megachilinae,Megachilidae,Female,UCSB,,,
UCSB_IZC00028375_L,Osmia montana,Osmia,Megachilinae,Megachilidae,Female,UCSB,,,
UCSB_IZC00009970_L,Osmia nemoris,Osmia,Megachilinae,Megachilidae,Female,UCSB,,,
UCSB_IZC00043741_L,Osmia nemoris,Osmia,Megachilinae,Megachilidae,Female,UCSB,,,
UCSB_IZC00047359_L,Osmia nemoris,Osmia,Megachilinae,Megachilidae,Female,UCSB,,,
UCSB_IZC00047335_L,Osmia nemoris,Osmia,Megachilinae,Megachilidae,Female,UCSB,,,
UCSB_IZC00046991_L,Osmia nemoris,Osmia,Megachilinae,Megachilidae,Female,UCSB,,,
UCSB_IZC00046952_L,Osmia nemoris,Osmia,Megachilinae,Megachilidae,Female,UCSB,,,
UCSB_IZC00047222_L,Osmia nemoris,Osmia,Megachilinae,Megachilidae,Female,UCSB,,,
UCSB_IZC00047206_L,Osmia nemoris,Osmia,Megachilinae,Megachilidae,Female,UCSB,,,
UCSB_IZC00047388_L,Osmia nemoris,Osmia,Megachilinae,Megachilidae,Female,UCSB,,,
UCSB_IZC00047372_L,Osmia nemoris,Osmia,Megachilinae,Megachilidae,Female,UCSB,,,
UCSB_IZC00036467_L,Osmia nemoris,Osmia,Megachilinae,Megachilidae,Female,UCSB,UC Berkeley,,
UCSB_IZC00043418_L,Osmia tristella,Osmia,Megachilinae,Megachilidae,Female,UCSB,,,
UCSB_IZC00043203_L,Osmia tristella,Osmia,Megachilinae,Megachilidae,Female,UCSB,,,
UCSB_IZC00055267_L,Panurginus polytrichus,Panurginus,Panurginae,Andrenidae,Female,UCSB,,,
UCSB_IZC00055369_L,Panurginus polytrichus,Panurginus,Panurginae,Andrenidae,Female,UCSB,,,
UCSB_IZC00062603_L,Panurginus polytrichus,Panurginus,Panurginae,Andrenidae,Female,UCSB,,,
UCSB_IZC00055800_L,Panurginus polytrichus,Panurginus,Panurginae,Andrenidae,Female,UCSB,,,
UCSB_IZC00062619_L,Panurginus polytrichus,Panurginus,Panurginae,Andrenidae,Female,UCSB,,,
UCSB_IZC00058752_L,Panurginus polytrichus,Panurginus,Panurginae,Andrenidae,Female,UCSB,,,
